iso3,country,indicator_id,value,value_low,value_high,year,confidence_tier,source,note
IRN,Iran,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
IRN,Iran,hlo,433.92,420.9,446.94,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
IRN,Iran,homicide,2.5,2.5,2.5,2023,A,UNODC,
IRN,Iran,internet,79.0,79.0,79.0,2023,A,ITU / World Bank,
IRN,Iran,ladder,4.92,3.94,5.9,2023,C,Gallup World Poll via World Happiness Report,
IRN,Iran,lsec_comp,85.0,85.0,85.0,2023,A,UNESCO UIS,
IRN,Iran,mobile_bb,80.0,72.0,88.0,2023,B,ITU,
IRN,Iran,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
IRN,Iran,neet_gap,20.0,19.0,21.0,2023,B,Derived from ILOSTAT / national LFS,
IRN,Iran,stunting,5.0,4.7,5.3,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
IRN,Iran,suicide,5.1,5.1,5.1,2023,A,WHO Global Health Estimates; NCRB for India,
IRN,Iran,u5mr,12.0,12.0,12.0,2023,A,UN IGME,
IRN,Iran,water,95.0,95.0,95.0,2023,A,WHO/UNICEF JMP,
IRN,Iran,y_unemp,22.0,20.9,23.1,2023,B,ILOSTAT,
IRN,Iran,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
IRQ,Iraq,adol_fert,70.0,70.0,70.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
IRQ,Iraq,child_labour,5.0,4.5,5.5,2023,B,ILO/UNICEF,
IRQ,Iraq,child_marriage,28.0,28.0,28.0,2023,A,UNICEF; DHS/MICS,
IRQ,Iraq,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
IRQ,Iraq,hlo,352.95,331.77,374.13,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
IRQ,Iraq,homicide,7.0,7.0,7.0,2023,A,UNODC,
IRQ,Iraq,internet,80.0,80.0,80.0,2023,A,ITU / World Bank,
IRQ,Iraq,ladder,5.17,4.14,6.2,2023,C,Gallup World Poll via World Happiness Report,
IRQ,Iraq,lsec_comp,55.0,55.0,55.0,2023,A,UNESCO UIS,
IRQ,Iraq,mobile_bb,70.0,63.0,77.0,2023,B,ITU,
IRQ,Iraq,neet,30.0,28.5,31.5,2023,B,ILOSTAT / national LFS (PLFS for India),
IRQ,Iraq,neet_gap,30.0,28.5,31.5,2023,B,Derived from ILOSTAT / national LFS,
IRQ,Iraq,stunting,12.0,11.28,12.72,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
IRQ,Iraq,suicide,3.5,3.5,3.5,2023,A,WHO Global Health Estimates; NCRB for India,
IRQ,Iraq,u5mr,24.0,24.0,24.0,2023,A,UN IGME,
IRQ,Iraq,water,98.0,98.0,98.0,2023,A,WHO/UNICEF JMP,
IRQ,Iraq,y_unemp,25.0,23.75,26.25,2023,B,ILOSTAT,
IRQ,Iraq,youth_lit,90.0,90.0,90.0,2023,A,UNESCO UIS,
IRL,Ireland,adol_fert,4.0,4.0,4.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
IRL,Ireland,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
IRL,Ireland,child_marriage,0.2,0.2,0.2,2023,A,UNICEF; DHS/MICS,
IRL,Ireland,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
IRL,Ireland,hlo,535.42,519.36,551.48,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
IRL,Ireland,homicide,0.7,0.7,0.7,2023,A,UNODC,
IRL,Ireland,internet,96.0,96.0,96.0,2023,A,ITU / World Bank,
IRL,Ireland,ladder,6.89,5.51,8.27,2023,C,Gallup World Poll via World Happiness Report,
IRL,Ireland,lsec_comp,98.0,98.0,98.0,2023,A,UNESCO UIS,
IRL,Ireland,mobile_bb,110.0,99.0,121.0,2023,B,ITU,
IRL,Ireland,neet,10.5,9.97,11.03,2023,B,ILOSTAT / national LFS (PLFS for India),
IRL,Ireland,neet_gap,1.0,0.95,1.05,2023,B,Derived from ILOSTAT / national LFS,
IRL,Ireland,stunting,1.5,1.41,1.59,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
IRL,Ireland,suicide,7.8,7.8,7.8,2023,A,WHO Global Health Estimates; NCRB for India,
IRL,Ireland,u5mr,3.0,3.0,3.0,2023,A,UN IGME,
IRL,Ireland,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
IRL,Ireland,y_unemp,12.0,11.4,12.6,2023,B,ILOSTAT,
IRL,Ireland,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
ISR,Israel,adol_fert,7.0,7.0,7.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
ISR,Israel,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
ISR,Israel,child_marriage,1.0,1.0,1.0,2023,A,UNICEF; DHS/MICS,
ISR,Israel,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
ISR,Israel,hlo,514.24,498.81,529.67,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
ISR,Israel,homicide,1.4,1.4,1.4,2023,A,UNODC,
ISR,Israel,internet,90.0,90.0,90.0,2023,A,ITU / World Bank,
ISR,Israel,ladder,7.34,5.87,8.81,2023,C,Gallup World Poll via World Happiness Report,
ISR,Israel,lsec_comp,96.0,96.0,96.0,2023,A,UNESCO UIS,
ISR,Israel,mobile_bb,120.0,108.0,132.0,2023,B,ITU,
ISR,Israel,neet,15.0,14.25,15.75,2023,B,ILOSTAT / national LFS (PLFS for India),
ISR,Israel,neet_gap,4.0,3.8,4.2,2023,B,Derived from ILOSTAT / national LFS,
ISR,Israel,stunting,2.0,1.88,2.12,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
ISR,Israel,suicide,5.0,5.0,5.0,2023,A,WHO Global Health Estimates; NCRB for India,
ISR,Israel,u5mr,3.6,3.6,3.6,2023,A,UN IGME,
ISR,Israel,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
ISR,Israel,y_unemp,7.0,6.65,7.35,2023,B,ILOSTAT,
ISR,Israel,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
ITA,Italy,adol_fert,4.0,4.0,4.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
ITA,Italy,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
ITA,Italy,child_marriage,0.2,0.2,0.2,2023,A,UNICEF; DHS/MICS,
ITA,Italy,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
ITA,Italy,hlo,500.75,485.73,515.77,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
ITA,Italy,homicide,0.5,0.5,0.5,2023,A,UNODC,
ITA,Italy,internet,88.0,88.0,88.0,2023,A,ITU / World Bank,
ITA,Italy,ladder,6.32,5.06,7.58,2023,C,Gallup World Poll via World Happiness Report,
ITA,Italy,lsec_comp,95.0,95.0,95.0,2023,A,UNESCO UIS,
ITA,Italy,mobile_bb,95.0,85.5,104.5,2023,B,ITU,
ITA,Italy,neet,18.5,17.57,19.43,2023,B,ILOSTAT / national LFS (PLFS for India),
ITA,Italy,neet_gap,3.5,3.32,3.68,2023,B,Derived from ILOSTAT / national LFS,
ITA,Italy,stunting,1.9,1.79,2.01,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
ITA,Italy,suicide,6.2,6.2,6.2,2023,A,WHO Global Health Estimates; NCRB for India,
ITA,Italy,u5mr,2.8,2.8,2.8,2023,A,UN IGME,
ITA,Italy,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
ITA,Italy,y_unemp,22.0,20.9,23.1,2023,B,ILOSTAT,
ITA,Italy,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
JAM,Jamaica,adol_fert,35.0,35.0,35.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
JAM,Jamaica,child_labour,3.0,2.7,3.3,2023,B,ILO/UNICEF,
JAM,Jamaica,child_marriage,8.0,8.0,8.0,2023,A,UNICEF; DHS/MICS,
JAM,Jamaica,electricity,98.0,98.0,98.0,2023,A,World Bank / IEA,
JAM,Jamaica,hlo,432.29,406.35,458.23,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
JAM,Jamaica,homicide,50.0,50.0,50.0,2023,A,UNODC,
JAM,Jamaica,internet,80.0,80.0,80.0,2023,A,ITU / World Bank,
JAM,Jamaica,ladder,6.3,5.04,7.56,2023,C,Gallup World Poll via World Happiness Report,
JAM,Jamaica,lsec_comp,80.0,80.0,80.0,2023,A,UNESCO UIS,
JAM,Jamaica,mobile_bb,60.0,54.0,66.0,2023,B,ITU,
JAM,Jamaica,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
JAM,Jamaica,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
JAM,Jamaica,stunting,9.0,8.46,9.54,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
JAM,Jamaica,suicide,2.5,2.5,2.5,2023,A,WHO Global Health Estimates; NCRB for India,
JAM,Jamaica,u5mr,12.0,12.0,12.0,2023,A,UN IGME,
JAM,Jamaica,water,97.0,97.0,97.0,2023,A,WHO/UNICEF JMP,
JAM,Jamaica,y_unemp,20.0,19.0,21.0,2023,B,ILOSTAT,
JAM,Jamaica,youth_lit,98.0,98.0,98.0,2023,A,UNESCO UIS,
JPN,Japan,adol_fert,2.2,2.2,2.2,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
JPN,Japan,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
JPN,Japan,child_marriage,0.2,0.2,0.2,2023,A,UNICEF; DHS/MICS,
JPN,Japan,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
JPN,Japan,hlo,590.89,573.16,608.62,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
JPN,Japan,homicide,0.2,0.2,0.2,2023,A,UNODC,
JPN,Japan,internet,85.0,85.0,85.0,2023,A,ITU / World Bank,
JPN,Japan,ladder,6.06,4.85,7.27,2023,C,Gallup World Poll via World Happiness Report,
JPN,Japan,lsec_comp,99.0,99.0,99.0,2023,A,UNESCO UIS,
JPN,Japan,mobile_bb,180.0,162.0,198.0,2023,B,ITU,
JPN,Japan,neet,3.5,3.32,3.68,2023,B,ILOSTAT / national LFS (PLFS for India),
JPN,Japan,neet_gap,1.5,1.42,1.58,2023,B,Derived from ILOSTAT / national LFS,
JPN,Japan,stunting,5.5,5.17,5.83,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
JPN,Japan,suicide,15.3,15.3,15.3,2023,A,WHO Global Health Estimates; NCRB for India,
JPN,Japan,u5mr,2.3,2.3,2.3,2023,A,UN IGME,
JPN,Japan,water,99.0,99.0,99.0,2023,A,WHO/UNICEF JMP,
JPN,Japan,y_unemp,4.5,4.27,4.73,2023,B,ILOSTAT,
JPN,Japan,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
JOR,Jordan,adol_fert,25.0,25.0,25.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
JOR,Jordan,child_labour,2.0,1.8,2.2,2023,B,ILO/UNICEF,
JOR,Jordan,child_marriage,8.0,8.0,8.0,2023,A,UNICEF; DHS/MICS,
JOR,Jordan,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
JOR,Jordan,hlo,387.01,375.4,398.62,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
JOR,Jordan,homicide,1.5,1.5,1.5,2023,A,UNODC,
JOR,Jordan,internet,89.0,89.0,89.0,2023,A,ITU / World Bank,
JOR,Jordan,ladder,4.19,3.35,5.03,2023,C,Gallup World Poll via World Happiness Report,
JOR,Jordan,lsec_comp,80.0,80.0,80.0,2023,A,UNESCO UIS,
JOR,Jordan,mobile_bb,80.0,72.0,88.0,2023,B,ITU,
JOR,Jordan,neet,32.0,30.4,33.6,2023,B,ILOSTAT / national LFS (PLFS for India),
JOR,Jordan,neet_gap,25.0,23.75,26.25,2023,B,Derived from ILOSTAT / national LFS,
JOR,Jordan,stunting,7.0,6.58,7.42,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
JOR,Jordan,suicide,2.0,2.0,2.0,2023,A,WHO Global Health Estimates; NCRB for India,
JOR,Jordan,u5mr,13.0,13.0,13.0,2023,A,UN IGME,
JOR,Jordan,water,99.0,99.0,99.0,2023,A,WHO/UNICEF JMP,
JOR,Jordan,y_unemp,37.0,35.15,38.85,2023,B,ILOSTAT,
JOR,Jordan,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
KAZ,Kazakhstan,adol_fert,20.0,20.0,20.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
KAZ,Kazakhstan,child_labour,2.0,1.8,2.2,2023,B,ILO/UNICEF,
KAZ,Kazakhstan,child_marriage,7.0,7.0,7.0,2023,A,UNICEF; DHS/MICS,
KAZ,Kazakhstan,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
KAZ,Kazakhstan,hlo,536.11,520.03,552.19,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
KAZ,Kazakhstan,homicide,3.5,3.5,3.5,2023,A,UNODC,
KAZ,Kazakhstan,internet,92.0,92.0,92.0,2023,A,ITU / World Bank,
KAZ,Kazakhstan,ladder,6.55,5.24,7.86,2023,C,Gallup World Poll via World Happiness Report,
KAZ,Kazakhstan,lsec_comp,97.0,97.0,97.0,2023,A,UNESCO UIS,
KAZ,Kazakhstan,mobile_bb,90.0,81.0,99.0,2023,B,ITU,
KAZ,Kazakhstan,neet,9.0,8.55,9.45,2023,B,ILOSTAT / national LFS (PLFS for India),
KAZ,Kazakhstan,neet_gap,5.0,4.75,5.25,2023,B,Derived from ILOSTAT / national LFS,
KAZ,Kazakhstan,stunting,7.0,6.58,7.42,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
KAZ,Kazakhstan,suicide,18.0,18.0,18.0,2023,A,WHO Global Health Estimates; NCRB for India,
KAZ,Kazakhstan,u5mr,9.0,9.0,9.0,2023,A,UN IGME,
KAZ,Kazakhstan,water,96.0,96.0,96.0,2023,A,WHO/UNICEF JMP,
KAZ,Kazakhstan,y_unemp,4.0,3.8,4.2,2023,B,ILOSTAT,
KAZ,Kazakhstan,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
KEN,Kenya,adol_fert,63.0,63.0,63.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
KEN,Kenya,child_labour,26.0,23.4,28.6,2023,B,ILO/UNICEF,
KEN,Kenya,child_marriage,23.0,23.0,23.0,2023,A,UNICEF; DHS/MICS,
KEN,Kenya,electricity,75.0,75.0,75.0,2023,A,World Bank / IEA,
KEN,Kenya,hlo,355.93,345.25,366.61,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
KEN,Kenya,homicide,4.9,4.9,4.9,2023,A,UNODC,
KEN,Kenya,internet,40.0,40.0,40.0,2023,A,ITU / World Bank,
KEN,Kenya,ladder,4.49,3.59,5.39,2023,C,Gallup World Poll via World Happiness Report,
KEN,Kenya,lsec_comp,60.0,60.0,60.0,2023,A,UNESCO UIS,
KEN,Kenya,mobile_bb,50.0,45.0,55.0,2023,B,ITU,
KEN,Kenya,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
KEN,Kenya,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
KEN,Kenya,stunting,18.0,16.92,19.08,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
KEN,Kenya,suicide,6.5,6.5,6.5,2023,A,WHO Global Health Estimates; NCRB for India,
KEN,Kenya,u5mr,37.0,37.0,37.0,2023,A,UN IGME,
KEN,Kenya,water,63.0,63.0,63.0,2023,A,WHO/UNICEF JMP,
KEN,Kenya,y_unemp,7.0,6.65,7.35,2023,B,ILOSTAT,
KEN,Kenya,youth_lit,88.0,88.0,88.0,2023,A,UNESCO UIS,
KGZ,Kyrgyzstan,adol_fert,32.0,32.0,32.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
KGZ,Kyrgyzstan,child_labour,26.0,23.4,28.6,2023,B,ILO/UNICEF,
KGZ,Kyrgyzstan,child_marriage,13.0,13.0,13.0,2023,A,UNICEF; DHS/MICS,
KGZ,Kyrgyzstan,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
KGZ,Kyrgyzstan,hlo,362.14,351.28,373.0,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
KGZ,Kyrgyzstan,homicide,3.5,3.5,3.5,2023,A,UNODC,
KGZ,Kyrgyzstan,internet,78.0,78.0,78.0,2023,A,ITU / World Bank,
KGZ,Kyrgyzstan,ladder,5.6,4.48,6.72,2023,C,Gallup World Poll via World Happiness Report,
KGZ,Kyrgyzstan,lsec_comp,95.0,95.0,95.0,2023,A,UNESCO UIS,
KGZ,Kyrgyzstan,mobile_bb,80.0,72.0,88.0,2023,B,ITU,
KGZ,Kyrgyzstan,neet,20.0,19.0,21.0,2023,B,ILOSTAT / national LFS (PLFS for India),
KGZ,Kyrgyzstan,neet_gap,20.0,19.0,21.0,2023,B,Derived from ILOSTAT / national LFS,
KGZ,Kyrgyzstan,stunting,11.0,10.34,11.66,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
KGZ,Kyrgyzstan,suicide,9.0,9.0,9.0,2023,A,WHO Global Health Estimates; NCRB for India,
KGZ,Kyrgyzstan,u5mr,16.0,16.0,16.0,2023,A,UN IGME,
KGZ,Kyrgyzstan,water,93.0,93.0,93.0,2023,A,WHO/UNICEF JMP,
KGZ,Kyrgyzstan,y_unemp,10.0,9.5,10.5,2023,B,ILOSTAT,
KGZ,Kyrgyzstan,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
LAO,Laos,adol_fert,71.0,71.0,71.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
LAO,Laos,child_labour,28.0,25.2,30.8,2023,B,ILO/UNICEF,
LAO,Laos,child_marriage,33.0,33.0,33.0,2023,A,UNICEF; DHS/MICS,
LAO,Laos,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
LAO,Laos,hlo,325.14,305.63,344.65,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
LAO,Laos,homicide,4.5,4.5,4.5,2023,A,UNODC,
LAO,Laos,internet,62.0,62.0,62.0,2023,A,ITU / World Bank,
LAO,Laos,ladder,4.5,3.6,5.4,2023,C,Gallup World Poll via World Happiness Report,
LAO,Laos,lsec_comp,50.0,50.0,50.0,2023,A,UNESCO UIS,
LAO,Laos,mobile_bb,60.0,54.0,66.0,2023,B,ITU,
LAO,Laos,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
LAO,Laos,neet_gap,15.0,14.25,15.75,2023,B,Derived from ILOSTAT / national LFS,
LAO,Laos,stunting,30.0,28.2,31.8,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
LAO,Laos,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
LAO,Laos,u5mr,42.0,42.0,42.0,2023,A,UN IGME,
LAO,Laos,water,86.0,86.0,86.0,2023,A,WHO/UNICEF JMP,
LAO,Laos,y_unemp,3.0,2.85,3.15,2023,B,ILOSTAT,
LAO,Laos,youth_lit,90.0,90.0,90.0,2023,A,UNESCO UIS,
LBN,Lebanon,adol_fert,15.0,15.0,15.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
LBN,Lebanon,child_labour,2.0,1.8,2.2,2023,B,ILO/UNICEF,
LBN,Lebanon,child_marriage,6.0,6.0,6.0,2023,A,UNICEF; DHS/MICS,
LBN,Lebanon,electricity,90.0,90.0,90.0,2023,A,World Bank / IEA,
LBN,Lebanon,hlo,454.42,440.79,468.05,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
LBN,Lebanon,homicide,3.0,3.0,3.0,2023,A,UNODC,
LBN,Lebanon,internet,88.0,88.0,88.0,2023,A,ITU / World Bank,
LBN,Lebanon,ladder,2.71,2.17,3.25,2023,C,Gallup World Poll via World Happiness Report,
LBN,Lebanon,lsec_comp,70.0,70.0,70.0,2023,A,UNESCO UIS,
LBN,Lebanon,mobile_bb,60.0,54.0,66.0,2023,B,ITU,
LBN,Lebanon,neet,30.0,28.5,31.5,2023,B,ILOSTAT / national LFS (PLFS for India),
LBN,Lebanon,neet_gap,20.0,19.0,21.0,2023,B,Derived from ILOSTAT / national LFS,
LBN,Lebanon,stunting,7.0,6.58,7.42,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
LBN,Lebanon,suicide,3.0,3.0,3.0,2023,A,WHO Global Health Estimates; NCRB for India,
LBN,Lebanon,u5mr,7.0,7.0,7.0,2023,A,UN IGME,
LBN,Lebanon,water,93.0,93.0,93.0,2023,A,WHO/UNICEF JMP,
LBN,Lebanon,y_unemp,25.0,23.75,26.25,2023,B,ILOSTAT,
LBN,Lebanon,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
LSO,Lesotho,adol_fert,90.0,90.0,90.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
LSO,Lesotho,child_labour,23.0,20.7,25.3,2023,B,ILO/UNICEF,
LSO,Lesotho,child_marriage,16.0,16.0,16.0,2023,A,UNICEF; DHS/MICS,
LSO,Lesotho,electricity,50.0,50.0,50.0,2023,A,World Bank / IEA,
LSO,Lesotho,hlo,323.52,313.81,333.23,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
LSO,Lesotho,homicide,22.0,22.0,22.0,2023,A,UNODC,
LSO,Lesotho,internet,48.0,48.0,48.0,2023,A,ITU / World Bank,
LSO,Lesotho,ladder,3.2,2.56,3.84,2023,C,Gallup World Poll via World Happiness Report,
LSO,Lesotho,lsec_comp,50.0,50.0,50.0,2023,A,UNESCO UIS,
LSO,Lesotho,mobile_bb,60.0,54.0,66.0,2023,B,ITU,
LSO,Lesotho,neet,35.0,33.25,36.75,2023,B,ILOSTAT / national LFS (PLFS for India),
LSO,Lesotho,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
LSO,Lesotho,stunting,32.0,30.08,33.92,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
LSO,Lesotho,suicide,72.0,72.0,72.0,2023,A,WHO Global Health Estimates; NCRB for India,
LSO,Lesotho,u5mr,71.0,71.0,71.0,2023,A,UN IGME,
LSO,Lesotho,water,72.0,72.0,72.0,2023,A,WHO/UNICEF JMP,
LSO,Lesotho,y_unemp,25.0,23.75,26.25,2023,B,ILOSTAT,
LSO,Lesotho,youth_lit,90.0,90.0,90.0,2023,A,UNESCO UIS,
LBY,Libya,adol_fert,10.0,10.0,10.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
LBY,Libya,child_labour,3.0,2.7,3.3,2023,B,ILO/UNICEF,
LBY,Libya,child_marriage,6.0,6.0,6.0,2023,A,UNICEF; DHS/MICS,
LBY,Libya,electricity,70.0,70.0,70.0,2023,A,World Bank / IEA,
LBY,Libya,hlo,441.93,415.41,468.45,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
LBY,Libya,homicide,3.0,3.0,3.0,2023,A,UNODC,
LBY,Libya,internet,50.0,50.0,50.0,2023,A,ITU / World Bank,
LBY,Libya,ladder,5.6,4.48,6.72,2023,C,Gallup World Poll via World Happiness Report,
LBY,Libya,lsec_comp,70.0,70.0,70.0,2023,A,UNESCO UIS,
LBY,Libya,mobile_bb,40.0,36.0,44.0,2023,B,ITU,
LBY,Libya,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
LBY,Libya,neet_gap,25.0,23.75,26.25,2023,B,Derived from ILOSTAT / national LFS,
LBY,Libya,stunting,25.0,23.5,26.5,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
LBY,Libya,suicide,3.0,3.0,3.0,2023,A,WHO Global Health Estimates; NCRB for India,
LBY,Libya,u5mr,11.0,11.0,11.0,2023,A,UN IGME,
LBY,Libya,water,95.0,95.0,95.0,2023,A,WHO/UNICEF JMP,
LBY,Libya,y_unemp,20.0,19.0,21.0,2023,B,ILOSTAT,
LBY,Libya,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
MDG,Madagascar,adol_fert,130.0,130.0,130.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
MDG,Madagascar,child_labour,47.0,42.3,51.7,2023,B,ILO/UNICEF,
MDG,Madagascar,child_marriage,40.0,40.0,40.0,2023,A,UNICEF; DHS/MICS,
MDG,Madagascar,electricity,35.0,35.0,35.0,2023,A,World Bank / IEA,
MDG,Madagascar,hlo,367.58,356.55,378.61,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
MDG,Madagascar,homicide,1.5,1.5,1.5,2023,A,UNODC,
MDG,Madagascar,internet,22.0,22.0,22.0,2023,A,ITU / World Bank,
MDG,Madagascar,ladder,4.0,3.2,4.8,2023,C,Gallup World Poll via World Happiness Report,
MDG,Madagascar,lsec_comp,35.0,35.0,35.0,2023,A,UNESCO UIS,
MDG,Madagascar,mobile_bb,20.0,18.0,22.0,2023,B,ITU,
MDG,Madagascar,neet,30.0,28.5,31.5,2023,B,ILOSTAT / national LFS (PLFS for India),
MDG,Madagascar,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
MDG,Madagascar,stunting,40.0,37.6,42.4,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
MDG,Madagascar,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
MDG,Madagascar,u5mr,65.0,65.0,65.0,2023,A,UN IGME,
MDG,Madagascar,water,55.0,55.0,55.0,2023,A,WHO/UNICEF JMP,
MDG,Madagascar,y_unemp,4.0,3.8,4.2,2023,B,ILOSTAT,
MDG,Madagascar,youth_lit,80.0,80.0,80.0,2023,A,UNESCO UIS,
MWI,Malawi,adol_fert,120.0,120.0,120.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
MWI,Malawi,child_labour,38.0,34.2,41.8,2023,B,ILO/UNICEF,
MWI,Malawi,child_marriage,42.0,42.0,42.0,2023,A,UNICEF; DHS/MICS,
MWI,Malawi,electricity,15.0,15.0,15.0,2023,A,World Bank / IEA,
MWI,Malawi,hlo,322.77,313.09,332.45,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
MWI,Malawi,homicide,2.5,2.5,2.5,2023,A,UNODC,
MWI,Malawi,internet,25.0,25.0,25.0,2023,A,ITU / World Bank,
MWI,Malawi,ladder,3.5,2.8,4.2,2023,C,Gallup World Poll via World Happiness Report,
MWI,Malawi,lsec_comp,35.0,35.0,35.0,2023,A,UNESCO UIS,
MWI,Malawi,mobile_bb,25.0,22.5,27.5,2023,B,ITU,
MWI,Malawi,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
MWI,Malawi,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
MWI,Malawi,stunting,35.0,32.9,37.1,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
MWI,Malawi,suicide,8.0,8.0,8.0,2023,A,WHO Global Health Estimates; NCRB for India,
